Symbol,Sector,Industry,Mkt Cap,Exch,PW?,5658,25,0.44%,,PW Companies - Capital Goods,,,,,,,,No PW Companies
BMO,Finance,Commercial Banks,49320,NYSE,0,,,,,,,,,,,,,
NTB,Finance,Commercial Banks,1760,NYSE,0,,,,,,,,,,,,,
BK,Finance,Major Banks,50140,NYSE,0,,,,,,,,,,,,,
BK^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BNS,Finance,Major Banks,71060,NYSE,0,,,,,,,,,,,,,
RATE,Technology,EDP Services,900.72,NYSE,0,,,,,,,,,,,,,
BKU,Finance,Savings Institutions,4090,NYSE,0,,,,,,,,,,,,,
BCS,Finance,Commercial Banks,46950,NYSE,0,,,,,,,,,,,,,
BCS^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
MCI,n/a,n/a,297.06,NYSE,0,,,,,,,,,,,,,
MPV,n/a,n/a,146.63,NYSE,0,,,,,,,,,,,,,
BNED,Consumer Services,Other Specialty Stores,445.44,NYSE,0,,,,,,,,,,,,,
BKS,Consumer Services,Other Specialty Stores,623.23,NYSE,0,,,,,,,,,,,,,
FCAU,Capital Goods,Auto Manufacturing,21550,NYSE,0,,,,,,,,,,,,,
CUDA,Technology,Computer peripheral equipment,1200,NYSE,0,,,,,,,,,,,,,
ABX,Basic Industries,Precious Metals,22170,NYSE,0,,,,,,,,,,,,,
BAS,Energy,Oilfield Services/Equipment,854.83,NYSE,0,,,,,,,,,,,,,
BAX,Health Care,Medical/Dental Instruments,28170,NYSE,0,,,,,,,,,,,,,
BTE,Energy,Oil & Gas Production,826.41,NYSE,0,,,,,,,,,,,,,
BBT,Finance,Major Banks,38010,NYSE,0,,,,,,,,,,,,,
BBT^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BBT^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BBT^F,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BBT^G,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BBT^H,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BFR,Finance,Commercial Banks,3180,NYSE,0,,,,,,,,,,,,,
BCE,Public Utilities,Telecommunications Equipment,37680,NYSE,0,,,,,,,,,,,,,
PH,Capital Goods,Metal Fabrications,21270,NYSE,0,,,,,,,,,,,,,
BDX,Health Care,Medical/Dental Instruments,39270,NYSE,0,,,,,,,,,,,,,
BDC,Basic Industries,Telecommunications Equipment,2970,NYSE,0,,,,,,,,,,,,,
BDC^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BXE,Energy,Oil & Gas Production,196.33,NYSE,0,,,,,,,,,,,,,
BEL,Consumer Services,Hotels/Resorts,1240,NYSE,0,,,,,,,,,,,,,
BMS,Consumer Durables,Containers/Packaging,4580,NYSE,0,,,,,,,,,,,,,
BHE,Technology,Electrical Products,1590,NYSE,0,,,,,,,,,,,,,
BRK.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BRK.B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BHLB,Finance,Banks,1230,NYSE,0,,,,,,,,,,,,,
BBY,Consumer Services,Consumer Electronics/Video Chains,13820,NYSE,0,,,,,,,,,,,,,
BGCA,Finance,Investment Bankers/Brokers/Service,n/a,NYSE,0,,,,,,,,,,,,,
BHP,Basic Industries,Precious Metals,101020,NYSE,0,,,,,,,,,,,,,
BBL,Energy,Coal Mining,87020,NYSE,0,,,,,,,,,,,,,
BIG,Consumer Services,Department/Specialty Retail Stores,2210,NYSE,0,,,,,,,,,,,,,
BH,Consumer Services,Restaurants,845.08,NYSE,0,,,,,,,,,,,,,
BBG,Energy,Oil & Gas Production,337.71,NYSE,0,,,,,,,,,,,,,
BIOA,Basic Industries,Major Chemicals,113.26,NYSE,0,,,,,,,,,,,,,
BIOA.WS,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
IR,Capital Goods,Auto Parts:O.E.M.,20970,NYSE,0,,,,,,,,,,,,,
BIO.B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BITA,Technology,EDP Services,1780,NYSE,0,,,,,,,,,,,,,
BKH,Public Utilities,Electric Utilities: Central,3540,NYSE,0,,,,,,,,,,,,,
BKHU,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
BKFS,Technology,Computer Software: Prepackaged Software,5950,NYSE,0,,,,,,,,,,,,,
BSM,Energy,Oil & Gas Production,3310,NYSE,0,,,,,,,,,,,,,
BGIO,n/a,n/a,210.6,NYSE,0,,,,,,,,,,,,,
BJZ,n/a,n/a,96.84,NYSE,0,,,,,,,,,,,,,
BFZ,n/a,n/a,447.77,NYSE,0,,,,,,,,,,,,,
CII,n/a,n/a,635.35,NYSE,0,,,,,,,,,,,,,
BHK,n/a,n/a,713.56,NYSE,0,,,,,,,,,,,,,
HYT,n/a,n/a,1360,NYSE,0,,,,,,,,,,,,,
BTZ,n/a,n/a,1390,NYSE,0,,,,,,,,,,,,,
DSU,n/a,n/a,707.15,NYSE,0,,,,,,,,,,,,,
BHL,n/a,n/a,124.08,NYSE,0,,,,,,,,,,,,,
BGR,n/a,n/a,403.54,NYSE,0,,,,,,,,,,,,,
BDJ,n/a,n/a,1590,NYSE,0,,,,,,,,,,,,,
EGF,n/a,n/a,85.09,NYSE,0,,,,,,,,,,,,,
FRA,n/a,n/a,544.71,NYSE,0,,,,,,,,,,,,,
BFO,n/a,n/a,83.49,NYSE,0,,,,,,,,,,,,,
BGT,n/a,n/a,341.22,NYSE,0,,,,,,,,,,,,,
BOE,n/a,n/a,856.73,NYSE,0,,,,,,,,,,,,,
BME,n/a,n/a,298.27,NYSE,0,,,,,,,,,,,,,
BAF,n/a,n/a,124.68,NYSE,0,,,,,,,,,,,,,
BKT,n/a,n/a,394.53,NYSE,0,,,,,,,,,,,,,
BGY,n/a,n/a,626.94,NYSE,0,,,,,,,,,,,,,
BKN,n/a,n/a,242.69,NYSE,0,,,,,,,,,,,,,
BTA,n/a,n/a,151.13,NYSE,0,,,,,,,,,,,,,
BIT,n/a,n/a,650.48,NYSE,0,,,,,,,,,,,,,
MUI,n/a,n/a,521.21,NYSE,0,,,,,,,,,,,,,
MNE,n/a,n/a,56.29,NYSE,0,,,,,,,,,,,,,
MUA,n/a,n/a,497.84,NYSE,0,,,,,,,,,,,,,
BPK,n/a,n/a,239.26,NYSE,0,,,,,,,,,,,,,
BKK,n/a,n/a,318.32,NYSE,0,,,,,,,,,,,,,
BBK,n/a,n/a,153.86,NYSE,0,,,,,,,,,,,,,
BBF,n/a,n/a,143.33,NYSE,0,,,,,,,,,,,,,
BYM,n/a,n/a,362.29,NYSE,0,,,,,,,,,,,,,
BFK,n/a,n/a,608.9,NYSE,0,,,,,,,,,,,,,
BTT,n/a,n/a,1560,NYSE,0,,,,,,,,,,,,,
MEN,n/a,n/a,332.01,NYSE,0,,,,,,,,,,,,,
MUC,n/a,n/a,571.16,NYSE,0,,,,,,,,,,,,,
MUH,n/a,n/a,168.69,NYSE,0,,,,,,,,,,,,,
MHD,n/a,n/a,229.3,NYSE,0,,,,,,,,,,,,,
MFL,n/a,n/a,532.9,NYSE,0,,,,,,,,,,,,,
MUJ,n/a,n/a,423.96,NYSE,0,,,,,,,,,,,,,
MHN,n/a,n/a,418.41,NYSE,0,,,,,,,,,,,,,
MUE,n/a,n/a,292.7,NYSE,0,,,,,,,,,,,,,
MUS,n/a,n/a,169.72,NYSE,0,,,,,,,,,,,,,
MVT,n/a,n/a,319.93,NYSE,0,,,,,,,,,,,,,
MYC,n/a,n/a,314.39,NYSE,0,,,,,,,,,,,,,
MCA,n/a,n/a,497.03,NYSE,0,,,,,,,,,,,,,
MYD,n/a,n/a,659.74,NYSE,0,,,,,,,,,,,,,
MYF,n/a,n/a,206.06,NYSE,0,,,,,,,,,,,,,
MFT,n/a,n/a,117.03,NYSE,0,,,,,,,,,,,,,
MIY,n/a,n/a,395.76,NYSE,0,,,,,,,,,,,,,
MYJ,n/a,n/a,216.15,NYSE,0,,,,,,,,,,,,,
MYN,n/a,n/a,501.56,NYSE,0,,,,,,,,,,,,,
MPA,n/a,n/a,185.73,NYSE,0,,,,,,,,,,,,,
MQT,n/a,n/a,282.2,NYSE,0,,,,,,,,,,,,,
MYI,n/a,n/a,929.41,NYSE,0,,,,,,,,,,,,,
MQY,n/a,n/a,447.61,NYSE,0,,,,,,,,,,,,,
BNJ,n/a,n/a,110.92,NYSE,0,,,,,,,,,,,,,
BNY,n/a,n/a,182.18,NYSE,0,,,,,,,,,,,,,
BLH,n/a,n/a,54.22,NYSE,0,,,,,,,,,,,,,
BQH,n/a,n/a,38.87,NYSE,0,,,,,,,,,,,,,
BSE,n/a,n/a,84.1,NYSE,0,,,,,,,,,,,,,
BCX,n/a,n/a,826.16,NYSE,0,,,,,,,,,,,,,
BST,n/a,n/a,449.25,NYSE,0,,,,,,,,,,,,,
BSD,n/a,n/a,96.23,NYSE,0,,,,,,,,,,,,,
BUI,n/a,n/a,328.67,NYSE,0,,,,,,,,,,,,,
BLK,Finance,Investment Bankers/Brokers/Service,63610,NYSE,0,,,,,,,,,,,,,
BGB,n/a,n/a,709.72,NYSE,0,,,,,,,,,,,,,
BGX,n/a,n/a,207.81,NYSE,0,,,,,,,,,,,,,
BSL,n/a,n/a,271.64,NYSE,0,,,,,,,,,,,,,
BCRH,Finance,Property-Casualty Insurers,170.31,NYSE,0,,,,,,,,,,,,,
FTV,Capital Goods,Industrial Machinery/Components,20660,NYSE,0,,,,,,,,,,,,,
BWP,Public Utilities,Natural Gas Distribution,4490,NYSE,0,,,,,,,,,,,,,
MGA,Capital Goods,Auto Parts:O.E.M.,16980,NYSE,0,,,,,,,,,,,,,
BCC,Consumer Services,RETAIL: Building Materials,1080,NYSE,0,,,,,,,,,,,,,
BCEI,Energy,Oil & Gas Production,57.12,NYSE,0,,,,,,,,,,,,,
BOOT,Consumer Services,Clothing/Shoe/Accessory Stores,260.4,NYSE,0,,,,,,,,,,,,,
BAH,Consumer Services,Professional Services,5620,NYSE,0,,,,,,,,,,,,,
RACE,Capital Goods,Auto Manufacturing,16650,NYSE,0,,,,,,,,,,,,,
SAM,Consumer Non-Durables,Beverages (Production/Distribution),1850,NYSE,0,,,,,,,,,,,,,
BXP,Consumer Services,Real Estate Investment Trusts,20460,NYSE,0,,,,,,,,,,,,,
BXP^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BSX,Health Care,Medical/Dental Instruments,33610,NYSE,0,,,,,,,,,,,,,
BOX,Technology,Computer Software: Prepackaged Software,2190,NYSE,0,,,,,,,,,,,,,
BYD,Consumer Services,Hotels/Resorts,2300,NYSE,0,,,,,,,,,,,,,
BP,Energy,Integrated oil Companies,106500,NYSE,0,,,,,,,,,,,,,
BPT,Energy,Integrated oil Companies,381.99,NYSE,0,,,,,,,,,,,,,
BERY,Consumer Non-Durables,Plastic Products,6520,NYSE,0,,,,,,,,,,,,,
BRC,Consumer Durables,Miscellaneous manufacturing industries,2030,NYSE,0,,,,,,,,,,,,,
BDN^E.CL,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BDN,Consumer Services,Real Estate Investment Trusts,2830,NYSE,0,,,,,,,,,,,,,
LND,n/a,n/a,215.44,NYSE,0,,,,,,,,,,,,,
BAK,Basic Industries,Major Chemicals,8070,NYSE,0,,,,,,,,,,,,,
BRFS,Consumer Non-Durables,Meat/Poultry/Fish,9910,NYSE,0,,,,,,,,,,,,,
BPI,Consumer Services,Other Consumer Services,463.77,NYSE,0,,,,,,,,,,,,,
BGG,Energy,Industrial Machinery/Components,939.18,NYSE,0,,,,,,,,,,,,,
BFAM,Miscellaneous,Other Consumer Services,4090,NYSE,0,,,,,,,,,,,,,
EAT,Consumer Services,Restaurants,2090,NYSE,0,,,,,,,,,,,,,
BCO,Transportation,Oil Refining/Marketing,2610,NYSE,0,,,,,,,,,,,,,
BMY,Health Care,Major Pharmaceuticals,96430,NYSE,0,,,,,,,,,,,,,
BRS,Transportation,Transportation Services,489.94,NYSE,0,,,,,,,,,,,,,
BRX,Consumer Services,Real Estate Investment Trusts,6710,NYSE,0,,,,,,,,,,,,,
BR,Miscellaneous,Business Services,8140,NYSE,0,,,,,,,,,,,,,
BKD,Health Care,Hospital/Nursing Management,2280,NYSE,0,,,,,,,,,,,,,
BAM,Consumer Services,Building operators,36340,NYSE,0,,,,,,,,,,,,,
BBU,Basic Industries,Engineering & Construction,1310,NYSE,0,,,,,,,,,,,,,
BOXC,Consumer Services,Real Estate Investment Trusts,623.88,NYSE,0,,,,,,,,,,,,,
DTLA^,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
INF,n/a,n/a,178.29,NYSE,0,,,,,,,,,,,,,
BIP,Consumer Services,Marine Transportation,9780,NYSE,0,,,,,,,,,,,,,
BPY,Finance,Real Estate,5740,NYSE,0,,,,,,,,,,,,,
RA,n/a,n/a,837.6,NYSE,0,,,,,,,,,,,,,
BEP,Public Utilities,Electric Utilities: Central,4810,NYSE,0,,,,,,,,,,,,,
BRO,Finance,Specialty Insurers,6090,NYSE,0,,,,,,,,,,,,,
BF.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BF.B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BRT,Consumer Services,Real Estate Investment Trusts,113.91,NYSE,0,,,,,,,,,,,,,
BC,Energy,Industrial Machinery/Components,5440,NYSE,0,,,,,,,,,,,,,
BT,Public Utilities,Telecommunications Equipment,40860,NYSE,0,,,,,,,,,,,,,
BPL,Energy,Natural Gas Distribution,9460,NYSE,0,,,,,,,,,,,,,
BKE,Consumer Services,Clothing/Shoe/Accessory Stores,911.68,NYSE,0,,,,,,,,,,,,,
BVN,Basic Industries,Precious Metals,3240,NYSE,0,,,,,,,,,,,,,
BBW,Consumer Services,Recreational Products/Toys,141.07,NYSE,0,,,,,,,,,,,,,
BG,Consumer Non-Durables,Packaged Foods,11380,NYSE,0,,,,,,,,,,,,,
BURL,Consumer Services,Department/Specialty Retail Stores,6730,NYSE,0,,,,,,,,,,,,,
BWXT,Energy,Industrial Machinery/Components,4660,NYSE,0,,,,,,,,,,,,,
BCR,Health Care,Medical/Dental Instruments,18060,NYSE,0,,,,,,,,,,,,,
GYB,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
PFH,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
CAB,Consumer Services,Other Specialty Stores,3200,NYSE,0,,,,,,,,,,,,,
CABO,Consumer Services,Television Services,3680,NYSE,0,,,,,,,,,,,,,
CBT,Basic Industries,Major Chemicals,3700,NYSE,0,,,,,,,,,,,,,
COG,Energy,Oil & Gas Production,10770,NYSE,0,,,,,,,,,,,,,
CACI,Technology,EDP Services,3060,NYSE,0,,,,,,,,,,,,,
CAE,Miscellaneous,Industrial Machinery/Components,4000000,NYSE,0,,,,,,,,,,,,,
CAI,Technology,Diversified Commercial Services,286.62,NYSE,0,,,,,,,,,,,,,
ROK,Capital Goods,Industrial Machinery/Components,20120,NYSE,ROK,,,,,,,,,,,,,
CAL,Consumer Non-Durables,Shoe Manufacturing,1340,NYSE,0,,,,,,,,,,,,,
CCC,Basic Industries,Major Chemicals,706.5,NYSE,0,,,,,,,,,,,,,
CRC,Energy,Oil & Gas Production,669.62,NYSE,0,,,,,,,,,,,,,
CWT,Public Utilities,Water Supply,1670,NYSE,0,,,,,,,,,,,,,
CALX,Consumer Services,Telecommunications Equipment,349.6,NYSE,0,,,,,,,,,,,,,
ELY,Consumer Non-Durables,Recreational Products/Toys,1040,NYSE,0,,,,,,,,,,,,,
CPE,Energy,Oil & Gas Production,2390,NYSE,0,,,,,,,,,,,,,
CPE^A,Energy,Oil & Gas Production,n/a,NYSE,0,,,,,,,,,,,,,
CPN,Public Utilities,Electric Utilities: Central,3970,NYSE,0,,,,,,,,,,,,,
CBM,Health Care,Major Pharmaceuticals,1640,NYSE,0,,,,,,,,,,,,,
CPT,Consumer Services,Real Estate Investment Trusts,7120,NYSE,0,,,,,,,,,,,,,
CCJ,Basic Industries,Precious Metals,4310,NYSE,0,,,,,,,,,,,,,
CPB,Consumer Non-Durables,Packaged Foods,18230,NYSE,0,,,,,,,,,,,,,
CWH,Consumer Durables,Automotive Aftermarket,2650,NYSE,0,,,,,,,,,,,,,
CM,Finance,Commercial Banks,35400,NYSE,0,,,,,,,,,,,,,
CNI,Transportation,Railroads,55230,NYSE,0,,,,,,,,,,,,,
CNQ,Energy,Oil & Gas Production,36510,NYSE,0,,,,,,,,,,,,,
CP,Transportation,Railroads,21600,NYSE,0,,,,,,,,,,,,,
CAJ,Miscellaneous,Industrial Machinery/Components,33480,NYSE,0,,,,,,,,,,,,,
CMD,Health Care,Medical/Dental Instruments,3270,NYSE,0,,,,,,,,,,,,,
COF,Finance,Major Banks,43220,NYSE,0,,,,,,,,,,,,,
COF.WS,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
COF^C,Finance,Major Banks,n/a,NYSE,0,,,,,,,,,,,,,
COF^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
COF^F,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
COF^G,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
COF^H,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
COF^P,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CSU,Health Care,Hospital/Nursing Management,425.3,NYSE,0,,,,,,,,,,,,,
BXMT,Consumer Services,Real Estate Investment Trusts,2890,NYSE,0,,,,,,,,,,,,,
CLA,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CMO,Consumer Services,Real Estate Investment Trusts,1000000,NYSE,0,,,,,,,,,,,,,
CMO^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CNHI,Capital Goods,Construction/Ag Equipment/Trucks,13320,NYSE,0,,,,,,,,,,,,,
CAH,Health Care,Other Pharmaceuticals,26440,NYSE,0,,,,,,,,,,,,,
CCP,Consumer Services,Real Estate Investment Trusts,2080,NYSE,0,,,,,,,,,,,,,
CRCM,Consumer Services,Other Consumer Services,340.65,NYSE,0,,,,,,,,,,,,,
CSL,Basic Industries,Specialty Chemicals,6980,NYSE,0,,,,,,,,,,,,,
KMX,Consumer Durables,Automotive Aftermarket,11880,NYSE,0,,,,,,,,,,,,,
CCL,Consumer Services,Marine Transportation,41590,NYSE,0,,,,,,,,,,,,,
CUK,Consumer Services,Marine Transportation,40860,NYSE,0,,,,,,,,,,,,,
CRS,Basic Industries,Steel/Iron Ore,1710,NYSE,0,,,,,,,,,,,,,
CSV,Consumer Services,Other Consumer Services,443.51,NYSE,0,,,,,,,,,,,,,
CRI,Consumer Non-Durables,Apparel,4360,NYSE,0,,,,,,,,,,,,,
CSLT,Technology,EDP Services,358.34,NYSE,0,,,,,,,,,,,,,
CTLT,Health Care,Major Pharmaceuticals,3610,NYSE,0,,,,,,,,,,,,,
CTT           ,Consumer Services,Real Estate Investment Trusts,418.79,NYSE,0,,,,,,,,,,,,,
A,Capital Goods,Biotechnology: Laboratory Analytical Instruments,17440,NYSE,A,,,,,,,,,,,,,
CATO,Consumer Services,Clothing/Shoe/Accessory Stores,616.87,NYSE,0,,,,,,,,,,,,,
CBZ,Miscellaneous,Business Services,759.32,NYSE,0,,,,,,,,,,,,,
CBL,Consumer Services,Real Estate Investment Trusts,1670,NYSE,0,,,,,,,,,,,,,
CBL^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CBL^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CBO,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
IGR,n/a,n/a,856.94,NYSE,0,,,,,,,,,,,,,
CBG,Finance,Real Estate,12150,NYSE,0,,,,,,,,,,,,,
CBS,Consumer Services,Broadcasting,27920,NYSE,0,,,,,,,,,,,,,
CBS.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CBX,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CDI,Technology,Professional Services,137.25,NYSE,0,,,,,,,,,,,,,
CEB,Consumer Services,Professional Services,2560,NYSE,0,,,,,,,,,,,,,
FUN,Consumer Services,Services-Misc. Amusement & Recreation,3840,NYSE,0,,,,,,,,,,,,,
CDR,Consumer Services,Real Estate Investment Trusts,444.18,NYSE,0,,,,,,,,,,,,,
CDR^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CGI,Transportation,Trucking Freight/Courier Services,233.47,NYSE,0,,,,,,,,,,,,,
CE,Basic Industries,Major Chemicals,13030,NYSE,0,,,,,,,,,,,,,
CLS,Technology,Electrical Products,1680,NYSE,0,,,,,,,,,,,,,
CEL,Public Utilities,Telecommunications Equipment,1060,NYSE,0,,,,,,,,,,,,,
TXT,Capital Goods,Aerospace,12920,NYSE,0,,,,,,,,,,,,,
WAT,Capital Goods,Biotechnology: Laboratory Analytical Instruments,12680,NYSE,0,,,,,,,,,,,,,
CNCO,Consumer Services,Department/Specialty Retail Stores,8500,NYSE,0,,,,,,,,,,,,,
CVE,Energy,Oil & Gas Production,10430,NYSE,0,,,,,,,,,,,,,
CNC,Health Care,Medical Specialities,11790,NYSE,0,,,,,,,,,,,,,
CEN,n/a,n/a,254.21,NYSE,0,,,,,,,,,,,,,
CNP,Public Utilities,Electric Utilities: Central,12100,NYSE,0,,,,,,,,,,,,,
EBR,Public Utilities,Electric Utilities: Central,8550,NYSE,0,,,,,,,,,,,,,
EBR.B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CEE,n/a,n/a,156.63,NYSE,0,,,,,,,,,,,,,
MTD,Capital Goods,Biotechnology: Laboratory Analytical Instruments,12590,NYSE,0,,,,,,,,,,,,,
CTL,Public Utilities,Telecommunications Equipment,12990,NYSE,0,,,,,,,,,,,,,
CVO,Consumer Durables,Containers/Packaging,47.13,NYSE,0,,,,,,,,,,,,,
CF,Basic Industries,Agricultural Chemicals,6730,NYSE,0,,,,,,,,,,,,,
CGG,Energy,Oil & Gas Production,150.06,NYSE,0,,,,,,,,,,,,,
GIB,Consumer Services,Professional Services,12760,NYSE,0,,,,,,,,,,,,,
ECOM          ,Technology,Computer Software: Prepackaged Software,276.49,NYSE,0,,,,,,,,,,,,,
CRL,Health Care,Biotechnology: Commercial Physical & Biological Resarch,4330,NYSE,0,,,,,,,,,,,,,
CLDT,Consumer Services,Real Estate Investment Trusts,750.33,NYSE,0,,,,,,,,,,,,,
CMCM,Technology,Computer Software: Prepackaged Software,1830,NYSE,0,,,,,,,,,,,,,
CHGG,Consumer Services,Other Consumer Services,734.65,NYSE,0,,,,,,,,,,,,,
CHE,Health Care,Medical/Nursing Services,3030,NYSE,0,,,,,,,,,,,,,
CC,Basic Industries,Major Chemicals,6440,NYSE,0,,,,,,,,,,,,,
CHMT,Basic Industries,Major Chemicals,2100,NYSE,0,,,,,,,,,,,,,
CHMI,Consumer Services,Real Estate Investment Trusts,142.83,NYSE,0,,,,,,,,,,,,,
CHK,Energy,Oil & Gas Production,4940,NYSE,0,,,,,,,,,,,,,
CHK^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CHKR,Energy,Oil & Gas Production,123.89,NYSE,0,,,,,,,,,,,,,
CHSP,Consumer Services,Real Estate Investment Trusts,1450,NYSE,0,,,,,,,,,,,,,
CHSP^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CPK,Public Utilities,Oil & Gas Production,1130,NYSE,0,,,,,,,,,,,,,
CVX,Energy,Integrated oil Companies,206120,NYSE,0,,,,,,,,,,,,,
CBI,Basic Industries,Engineering & Construction,3060,NYSE,0,,,,,,,,,,,,,
CHS,Consumer Services,Clothing/Shoe/Accessory Stores,1770,NYSE,0,,,,,,,,,,,,,
CIM,Consumer Services,Real Estate Investment Trusts,3680,NYSE,0,,,,,,,,,,,,,
CIM^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CIM^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CO,Finance,Business Services,422.69,NYSE,0,,,,,,,,,,,,,
STV,Technology,Computer Software: Prepackaged Software,86.05,NYSE,0,,,,,,,,,,,,,
DL,Consumer Services,Other Consumer Services,336.89,NYSE,0,,,,,,,,,,,,,
CEA,Transportation,Air Freight/Delivery Services,8550,NYSE,0,,,,,,,,,,,,,
CHN,n/a,n/a,258.01,NYSE,0,,,,,,,,,,,,,
CGA,Basic Industries,Agricultural Chemicals,48.55,NYSE,0,,,,,,,,,,,,,
LFC,Finance,Life Insurance,87850,NYSE,0,,,,,,,,,,,,,
CHL,Public Utilities,Telecommunications Equipment,223590,NYSE,0,,,,,,,,,,,,,
BORN,Consumer Non-Durables,Beverages (Production/Distribution),27.26,NYSE,0,,,,,,,,,,,,,
COE,Consumer Services,Other Consumer Services,372.08,NYSE,0,,,,,,,,,,,,,
SNP,Energy,Integrated oil Companies,92200,NYSE,0,,,,,,,,,,,,,
ZNH,Transportation,Air Freight/Delivery Services,6700,NYSE,0,,,,,,,,,,,,,
CHA,Public Utilities,Telecommunications Equipment,37920,NYSE,0,,,,,,,,,,,,,
CHU,Public Utilities,Telecommunications Equipment,30220,NYSE,0,,,,,,,,,,,,,
XNY,Consumer Non-Durables,Apparel,20.92,NYSE,0,,,,,,,,,,,,,
CYD,Energy,Industrial Machinery/Components,719.16,NYSE,0,,,,,,,,,,,,,
CX,Capital Goods,Building Materials,12440,NYSE,0,,,,,,,,,,,,,
CMG,Consumer Services,Restaurants,11540,NYSE,0,,,,,,,,,,,,,
CHH,Consumer Services,Hotels/Resorts,3560,NYSE,0,,,,,,,,,,,,,
CBK,Consumer Services,Clothing/Shoe/Accessory Stores,44.4,NYSE,0,,,,,,,,,,,,,
CHT,Public Utilities,Telecommunications Equipment,26340,NYSE,0,,,,,,,,,,,,,
CHD,Basic Industries,Package Goods/Cosmetics,12780,NYSE,0,,,,,,,,,,,,,
CBR,Technology,EDP Services,42.91,NYSE,0,,,,,,,,,,,,,
CIEN,Public Utilities,Telecommunications Equipment,3350,NYSE,0,,,,,,,,,,,,,
CI,Health Care,Medical Specialities,39590,NYSE,0,,,,,,,,,,,,,
XEC,Energy,Oil & Gas Production,11700,NYSE,0,,,,,,,,,,,,,
CBB,Public Utilities,Telecommunications Equipment,792.03,NYSE,0,,,,,,,,,,,,,
CBB^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CNK,Consumer Services,Movies/Entertainment,5300,NYSE,0,,,,,,,,,,,,,
CINR,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),545.76,NYSE,0,,,,,,,,,,,,,
GPC,Capital Goods,Automotive Aftermarket,13940,NYSE,GPC,,,,,,,,,,,,,
CIT,Finance,Finance: Consumer Services,8400,NYSE,0,,,,,,,,,,,,,
BLW,Finance,Major Banks,571.34,NYSE,0,,,,,,,,,,,,,
C,Finance,Major Banks,168570,NYSE,0,,,,,,,,,,,,,
C.WS.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
C^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
C^J,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
C^K,Finance,Major Banks,n/a,NYSE,0,,,,,,,,,,,,,
C^L,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
C^N,Finance,Major Banks,n/a,NYSE,0,,,,,,,,,,,,,
C^P,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
C^S,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CFG,Finance,Major Banks,18730,NYSE,0,,,,,,,,,,,,,
