Symbol,Sector,Industry,Mkt Cap,Exch,PW?,5658,25,0.44%,,PW Companies - Capital Goods,,,,,,,,No PW Companies
CIA,Finance,Life Insurance,368.6,NYSE,0,,,,,,,,,,,,,
CIO,Consumer Services,Real Estate Investment Trusts,358.75,NYSE,0,,,,,,,,,,,,,
CIO^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CVEO,Consumer Services,Hotels/Resorts,359.4,NYSE,0,,,,,,,,,,,,,
CIVI,Health Care,Medical/Nursing Services,640.98,NYSE,0,,,,,,,,,,,,,
CWEI,Energy,Oil & Gas Production,2330,NYSE,0,,,,,,,,,,,,,
CLH,Basic Industries,Environmental Services,3190,NYSE,0,,,,,,,,,,,,,
CCO,Consumer Services,Advertising,2160,NYSE,0,,,,,,,,,,,,,
CBA           ,n/a,n/a,561.32,NYSE,0,,,,,,,,,,,,,
CEM,n/a,n/a,1160,NYSE,0,,,,,,,,,,,,,
EMO,n/a,n/a,414.28,NYSE,0,,,,,,,,,,,,,
CTR,n/a,n/a,507.27,NYSE,0,,,,,,,,,,,,,
CLW,Basic Industries,Paper,875.05,NYSE,0,,,,,,,,,,,,,
CLF,Basic Industries,Precious Metals,2260,NYSE,0,,,,,,,,,,,,,
CLPR,Consumer Services,Real Estate Investment Trusts,230.01,NYSE,0,,,,,,,,,,,,,
CLX,Consumer Durables,Specialty Chemicals,17790,NYSE,0,,,,,,,,,,,,,
CLD,Energy,Coal Mining,302.11,NYSE,0,,,,,,,,,,,,,
MYCC,Consumer Services,Hotels/Resorts,1080,NYSE,0,,,,,,,,,,,,,
CMS,Public Utilities,Power Generation,12600,NYSE,0,,,,,,,,,,,,,
CMS^B,Public Utilities,Power Generation,n/a,NYSE,0,,,,,,,,,,,,,
CNA,Finance,Property-Casualty Insurers,12060,NYSE,0,,,,,,,,,,,,,
HRS,Capital Goods,Industrial Machinery/Components,13910,NYSE,HRS,,,,,,,,,,,,,
CNO,Finance,Accident &Health Insurance,3510,NYSE,0,,,,,,,,,,,,,
CEO,Energy,Oil & Gas Production,1160,NYSE,0,,,,,,,,,,,,,
CNXC,Energy,Coal Mining,376.75,NYSE,0,,,,,,,,,,,,,
COH,Consumer Non-Durables,Apparel,11190,NYSE,0,,,,,,,,,,,,,
CIE,Energy,Oil & Gas Production,183.31,NYSE,0,,,,,,,,,,,,,
KOF,Consumer Non-Durables,Beverages (Production/Distribution),14380,NYSE,0,,,,,,,,,,,,,
KO,Consumer Non-Durables,Beverages (Production/Distribution),180780,NYSE,0,,,,,,,,,,,,,
CCE,Consumer Non-Durables,Beverages (Production/Distribution),17340,NYSE,0,,,,,,,,,,,,,
CDE,Basic Industries,Precious Metals,1460,NYSE,0,,,,,,,,,,,,,
FOF,n/a,n/a,334.94,NYSE,0,,,,,,,,,,,,,
INB,n/a,n/a,210.82,NYSE,0,,,,,,,,,,,,,
CNS,Finance,Investment Managers,1740,NYSE,0,,,,,,,,,,,,,
UTF,n/a,n/a,1800,NYSE,0,,,,,,,,,,,,,
LDP,n/a,n/a,735.18,NYSE,0,,,,,,,,,,,,,
MIE,n/a,n/a,297.94,NYSE,0,,,,,,,,,,,,,
RQI,n/a,n/a,1340,NYSE,0,,,,,,,,,,,,,
RNP,n/a,n/a,912.81,NYSE,0,,,,,,,,,,,,,
PSF,n/a,n/a,314.75,NYSE,0,,,,,,,,,,,,,
RFI,n/a,n/a,318.59,NYSE,0,,,,,,,,,,,,,
DHI,Capital Goods,Homebuilding,12420,NYSE,0,,,,,,,,,,,,,
CL,Consumer Non-Durables,Package Goods/Cosmetics,65280,NYSE,0,,,,,,,,,,,,,
CXE,n/a,n/a,157.52,NYSE,0,,,,,,,,,,,,,
CIF,n/a,n/a,53.07,NYSE,0,,,,,,,,,,,,,
CXH,n/a,n/a,111.58,NYSE,0,,,,,,,,,,,,,
CMU,n/a,n/a,128.55,NYSE,0,,,,,,,,,,,,,
CLNS,Consumer Services,Real Estate Investment Trusts,7480,NYSE,0,,,,,,,,,,,,,
CLNS^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CLNS^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CLNS^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CLNS^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CLNS^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CLNS^F,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CLNS^G,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CLNS^H,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SFR,Consumer Services,Real Estate Investment Trusts,4220,NYSE,0,,,,,,,,,,,,,
CXP,Consumer Services,Real Estate Investment Trusts,2720,NYSE,0,,,,,,,,,,,,,
STK,n/a,n/a,314.91,NYSE,0,,,,,,,,,,,,,
CCV,Consumer Services,Television Services,n/a,NYSE,0,,,,,,,,,,,,,
CCZ,Consumer Services,Television Services,n/a,NYSE,0,,,,,,,,,,,,,
CMA,Finance,Major Banks,12490,NYSE,0,,,,,,,,,,,,,
CMA.WS,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TDG,Capital Goods,Military/Government/Technical,12250,NYSE,0,,,,,,,,,,,,,
CMC,Basic Industries,Steel/Iron Ore,2260,NYSE,0,,,,,,,,,,,,,
CBU,Finance,Major Banks,2610,NYSE,0,,,,,,,,,,,,,
CYH,Health Care,Hospital/Nursing Management,1090,NYSE,0,,,,,,,,,,,,,
CHCT,Consumer Services,Real Estate Investment Trusts,301.42,NYSE,0,,,,,,,,,,,,,
CIG,Public Utilities,Electric Utilities: Central,4510,NYSE,0,,,,,,,,,,,,,
CIG.C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CBD,Consumer Services,Food Chains,4840,NYSE,0,,,,,,,,,,,,,
SBS,Public Utilities,Water Supply,7050,NYSE,0,,,,,,,,,,,,,
ELP,Public Utilities,Electric Utilities: Central,3020,NYSE,0,,,,,,,,,,,,,
CCU,Consumer Non-Durables,Beverages (Production/Distribution),4450,NYSE,0,,,,,,,,,,,,,
CODI,Consumer Durables,Home Furnishings,1000000,NYSE,0,,,,,,,,,,,,,
CMP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2370,NYSE,0,,,,,,,,,,,,,
CSC,Technology,EDP Services,9800,NYSE,0,,,,,,,,,,,,,
CRK,Energy,Oil & Gas Production,135.84,NYSE,0,,,,,,,,,,,,,
CAG,Consumer Non-Durables,Packaged Foods,18060,NYSE,0,,,,,,,,,,,,,
CXO,Energy,Oil & Gas Production,19500,NYSE,0,,,,,,,,,,,,,
CCM,Health Care,Medical/Nursing Services,207.91,NYSE,0,,,,,,,,,,,,,
CNDT,Miscellaneous,Business Services,3260,NYSE,0,,,,,,,,,,,,,
CNNX,Public Utilities,Natural Gas Distribution,1400,NYSE,0,,,,,,,,,,,,,
COP,Energy,Integrated oil Companies,56650,NYSE,0,,,,,,,,,,,,,
CNX,Energy,Coal Mining,3600,NYSE,0,,,,,,,,,,,,,
ED,Public Utilities,Power Generation,23680,NYSE,0,,,,,,,,,,,,,
STZ,Consumer Non-Durables,Beverages (Production/Distribution),31790,NYSE,0,,,,,,,,,,,,,
STZ.B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CSTM,Basic Industries,Metal Fabrications,627.87,NYSE,0,,,,,,,,,,,,,
TCS,Consumer Services,Home Furnishings,193.41,NYSE,0,,,,,,,,,,,,,
COL,Capital Goods,Military/Government/Technical,12780,NYSE,COL,,,,,,,,,,,,,
CLR,Energy,Oil & Gas Production,16750,NYSE,0,,,,,,,,,,,,,
VLRS,Transportation,Air Freight/Delivery Services,1310,NYSE,0,,,,,,,,,,,,,
CVG,Technology,EDP Services,2020,NYSE,0,,,,,,,,,,,,,
COO,Health Care,Ophthalmic Goods,9530,NYSE,0,,,,,,,,,,,,,
CTB,Consumer Durables,Automotive Aftermarket,2300,NYSE,0,,,,,,,,,,,,,
ARNC,Capital Goods,Metal Fabrications,12010,NYSE,0,,,,,,,,,,,,,
CPA,Transportation,Air Freight/Delivery Services,4540,NYSE,0,,,,,,,,,,,,,
CLB,Energy,Oilfield Services/Equipment,4890,NYSE,0,,,,,,,,,,,,,
CXW,Consumer Services,Real Estate Investment Trusts,3810,NYSE,0,,,,,,,,,,,,,
CLGX,Technology,EDP Services,3370,NYSE,0,,,,,,,,,,,,,
CORR,Consumer Services,Real Estate Investment Trusts,398.3,NYSE,0,,,,,,,,,,,,,
CORR^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
COR,Consumer Services,Real Estate Investment Trusts,3020,NYSE,0,,,,,,,,,,,,,
COR^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
GLW,Basic Industries,Telecommunications Equipment,25270,NYSE,0,,,,,,,,,,,,,
GYC,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
OFC,Consumer Services,Real Estate Investment Trusts,3320,NYSE,0,,,,,,,,,,,,,
OFC^L,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CZZ,Consumer Non-Durables,Specialty Foods,2140,NYSE,0,,,,,,,,,,,,,
CMRE,Transportation,Marine Transportation,499.6,NYSE,0,,,,,,,,,,,,,
CMRE^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CMRE^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CMRE^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
COTV,Miscellaneous,Business Services,3460,NYSE,0,,,,,,,,,,,,,
COT,Consumer Non-Durables,Beverages (Production/Distribution),1680,NYSE,0,,,,,,,,,,,,,
COTY,Consumer Non-Durables,Package Goods/Cosmetics,14300,NYSE,0,,,,,,,,,,,,,
CFC^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CUZ,Consumer Services,Real Estate Investment Trusts,3180,NYSE,0,,,,,,,,,,,,,
CVA,Basic Industries,Electric Utilities: Central,2010,NYSE,0,,,,,,,,,,,,,
CPF,Finance,Major Banks,940.13,NYSE,0,,,,,,,,,,,,,
CPL,Public Utilities,Electric Utilities: Central,8340,NYSE,0,,,,,,,,,,,,,
VEDL,Capital Goods,Metal Fabrications,11810,NYSE,0,,,,,,,,,,,,,
CRD.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CRD.B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
BAP,Finance,Commercial Banks,15120,NYSE,0,,,,,,,,,,,,,
CS,Finance,Investment Bankers/Brokers/Service,32010,NYSE,0,,,,,,,,,,,,,
CPG,Energy,Oil & Gas Production,6040,NYSE,0,,,,,,,,,,,,,
CEQP,Consumer Services,Other Consumer Services,1770,NYSE,0,,,,,,,,,,,,,
LEA,Capital Goods,Auto Parts:O.E.M.,10290,NYSE,0,,,,,,,,,,,,,
CRT,Energy,Oil & Gas Production,89.25,NYSE,0,,,,,,,,,,,,,
CAPL,Energy,Oil Refining/Marketing,828.4,NYSE,0,,,,,,,,,,,,,
CCI,Consumer Services,Real Estate Investment Trusts,32420,NYSE,0,,,,,,,,,,,,,
CCK,Consumer Durables,Containers/Packaging,7490,NYSE,0,,,,,,,,,,,,,
CRY,Health Care,Medical/Dental Instruments,547.48,NYSE,0,,,,,,,,,,,,,
CSRA,Technology,EDP Services,4750,NYSE,0,,,,,,,,,,,,,
CSS,Consumer Services,Consumer: Greeting Cards,215.36,NYSE,0,,,,,,,,,,,,,
CST,Consumer Durables,Automotive Aftermarket,3660,NYSE,0,,,,,,,,,,,,,
CTS,Technology,Electrical Products,727.33,NYSE,0,,,,,,,,,,,,,
CUBE,Consumer Services,Real Estate Investment Trusts,4740,NYSE,0,,,,,,,,,,,,,
SNA,Capital Goods,Industrial Machinery/Components,9990,NYSE,0,,,,,,,,,,,,,
CFR,Finance,Major Banks,5770,NYSE,0,,,,,,,,,,,,,
CFR^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CFI,Basic Industries,Textiles,382.9,NYSE,0,,,,,,,,,,,,,
CMI,Energy,Industrial Machinery/Components,25950,NYSE,0,,,,,,,,,,,,,
CW,Technology,Industrial Machinery/Components,4290,NYSE,0,,,,,,,,,,,,,
SRF,n/a,n/a,22.77,NYSE,0,,,,,,,,,,,,,
SZC,n/a,n/a,109.34,NYSE,0,,,,,,,,,,,,,
CUBI,Finance,Major Banks,982.05,NYSE,0,,,,,,,,,,,,,
CUBI^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CUBI^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CUBI^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CUBI^F,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CUBS,Finance,Major Banks,n/a,NYSE,0,,,,,,,,,,,,,
CVI,Energy,Integrated oil Companies,1810,NYSE,0,,,,,,,,,,,,,
UAN,Basic Industries,Agricultural Chemicals,502.98,NYSE,0,,,,,,,,,,,,,
CVRR,Energy,Integrated oil Companies,1540,NYSE,0,,,,,,,,,,,,,
CVS,Health Care,Medical/Nursing Services,81780,NYSE,0,,,,,,,,,,,,,
CELP,Energy,Oilfield Services/Equipment,109.33,NYSE,0,,,,,,,,,,,,,
CYS,Consumer Services,Real Estate Investment Trusts,1170,NYSE,0,,,,,,,,,,,,,
CYS^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
CYS^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
HII,Capital Goods,Marine Transportation,9740,NYSE,0,,,,,,,,,,,,,
CB,Finance,Property-Casualty Insurers,64400,NYSE,0,,,,,,,,,,,,,
BWA,Capital Goods,Auto Parts:O.E.M.,9350,NYSE,0,,,,,,,,,,,,,
ALV,Capital Goods,Auto Parts:O.E.M.,9250,NYSE,0,,,,,,,,,,,,,
DAC,Transportation,Marine Transportation,181.17,NYSE,0,,,,,,,,,,,,,
DQ,Technology,Semiconductors,232.87,NYSE,0,,,,,,,,,,,,,
DRI,Consumer Services,Restaurants,9420,NYSE,0,,,,,,,,,,,,,
DAR,Consumer Non-Durables,Packaged Foods,2350,NYSE,0,,,,,,,,,,,,,
DVA,Health Care,Hospital/Nursing Management,13430,NYSE,0,,,,,,,,,,,,,
DCP,Public Utilities,Natural Gas Distribution,5420,NYSE,0,,,,,,,,,,,,,
DCT,Consumer Services,Real Estate Investment Trusts,4290,NYSE,0,,,,,,,,,,,,,
DDR,Consumer Services,Real Estate Investment Trusts,4840,NYSE,0,,,,,,,,,,,,,
DDR^J,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DDR^K,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DF,Consumer Non-Durables,Packaged Foods,1710,NYSE,0,,,,,,,,,,,,,
DECK,Consumer Non-Durables,Shoe Manufacturing,1740,NYSE,0,,,,,,,,,,,,,
LPL,Capital Goods,Industrial Machinery/Components,8880,NYSE,0,,,,,,,,,,,,,
DEX,n/a,n/a,166.43,NYSE,0,,,,,,,,,,,,,
DDF,n/a,n/a,83.19,NYSE,0,,,,,,,,,,,,,
DKL,Energy,Natural Gas Distribution,722.56,NYSE,0,,,,,,,,,,,,,
DK,Energy,Integrated oil Companies,1550,NYSE,0,,,,,,,,,,,,,
DVMT,Technology,Computer Manufacturing,13770,NYSE,0,,,,,,,,,,,,,
XYL,Capital Goods,Fluid Controls,8720,NYSE,0,,,,,,,,,,,,,
DAL,Transportation,Air Freight/Delivery Services,34490,NYSE,0,,,,,,,,,,,,,
DEL,Basic Industries,Forest Products,927.21,NYSE,0,,,,,,,,,,,,,
DLX,Consumer Durables,Publishing,3620,NYSE,0,,,,,,,,,,,,,
DNR,Energy,Oil & Gas Production,971.48,NYSE,0,,,,,,,,,,,,,
DKT,Finance,Major Banks,n/a,NYSE,0,,,,,,,,,,,,,
DB,Finance,Major Banks,26570,NYSE,0,,,,,,,,,,,,,
DTK,Finance,Major Banks,n/a,NYSE,0,,,,,,,,,,,,,
DXB,Finance,Major Banks,n/a,NYSE,0,,,,,,,,,,,,,
DVN,Energy,Oil & Gas Production,21570,NYSE,0,,,,,,,,,,,,,
DV,Consumer Services,Other Consumer Services,2120,NYSE,0,,,,,,,,,,,,,
DHX,Miscellaneous,Business Services,223.3,NYSE,0,,,,,,,,,,,,,
DHT,Transportation,Marine Transportation,476.17,NYSE,0,,,,,,,,,,,,,
DEO,Consumer Non-Durables,Beverages (Production/Distribution),71670,NYSE,0,,,,,,,,,,,,,
DO,Energy,Oil & Gas Production,2110,NYSE,0,,,,,,,,,,,,,
DRH,Consumer Services,Real Estate Investment Trusts,2220,NYSE,0,,,,,,,,,,,,,
DSX,Transportation,Marine Transportation,363.35,NYSE,0,,,,,,,,,,,,,
DSX^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DSXN,Transportation,Marine Transportation,n/a,NYSE,0,,,,,,,,,,,,,
DKS,Consumer Services,Other Specialty Stores,5440,NYSE,0,,,,,,,,,,,,,
DBD,Miscellaneous,Office Equipment/Supplies/Services,2170,NYSE,0,,,,,,,,,,,,,
DLR,Consumer Services,Real Estate Investment Trusts,16650,NYSE,0,,,,,,,,,,,,,
DLR^F.CL,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DLR^G,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DLR^H,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DLR^I,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DGI,Consumer Services,Telecommunications Equipment,1980,NYSE,0,,,,,,,,,,,,,
DDS,Consumer Services,Department/Specialty Retail Stores,1680,NYSE,0,,,,,,,,,,,,,
DDT,Consumer Services,Department/Specialty Retail Stores,n/a,NYSE,0,,,,,,,,,,,,,
DIN,Consumer Services,Restaurants,978.26,NYSE,0,,,,,,,,,,,,,
DPLO,Health Care,Medical/Nursing Services,1040,NYSE,0,,,,,,,,,,,,,
DFS,Finance,Finance: Consumer Services,27230,NYSE,0,,,,,,,,,,,,,
DFS^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DRA,n/a,n/a,298.56,NYSE,0,,,,,,,,,,,,,
DNI,n/a,n/a,127,NYSE,0,,,,,,,,,,,,,
DLB,Miscellaneous,Multi-Sector Companies,5250,NYSE,0,,,,,,,,,,,,,
DG,Consumer Services,Department/Specialty Retail Stores,20110,NYSE,0,,,,,,,,,,,,,
DDC,Basic Industries,Precious Metals,724.82,NYSE,0,,,,,,,,,,,,,
DM,Public Utilities,Natural Gas Distribution,3070,NYSE,0,,,,,,,,,,,,,
D,Public Utilities,Electric Utilities: Central,48920,NYSE,0,,,,,,,,,,,,,
DCUC,Public Utilities,Electric Utilities: Central,32010,NYSE,0,,,,,,,,,,,,,
DCUD,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
DRUA,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
DPZ,Consumer Non-Durables,Food Distributors,8950,NYSE,0,,,,,,,,,,,,,
UFS,Basic Industries,Paper,2480,NYSE,0,,,,,,,,,,,,,
ST,Capital Goods,Industrial Machinery/Components,7590,NYSE,0,,,,,,,,,,,,,
DFIN,Consumer Services,Other Consumer Services,648.54,NYSE,0,,,,,,,,,,,,,
LPG,Transportation,Marine Transportation,614.53,NYSE,0,,,,,,,,,,,,,
DSL,n/a,n/a,2000000,NYSE,0,,,,,,,,,,,,,
DBL,n/a,n/a,342.19,NYSE,0,,,,,,,,,,,,,
PHM,Capital Goods,Homebuilding,7450,NYSE,0,,,,,,,,,,,,,
DEI,Consumer Services,Real Estate Investment Trusts,5890,NYSE,0,,,,,,,,,,,,,
DOV,Technology,Industrial Machinery/Components,12340,NYSE,0,,,,,,,,,,,,,
DDE,Consumer Services,Services-Misc. Amusement & Recreation,34.81,NYSE,0,,,,,,,,,,,,,
DVD,Consumer Services,Services-Misc. Amusement & Recreation,81.16,NYSE,0,,,,,,,,,,,,,
DOW,Basic Industries,Major Chemicals,78190,NYSE,0,,,,,,,,,,,,,
DPS,Consumer Non-Durables,Beverages (Production/Distribution),17600,NYSE,0,,,,,,,,,,,,,
RDY,Health Care,Major Pharmaceuticals,6910,NYSE,0,,,,,,,,,,,,,
DRD,Basic Industries,Precious Metals,243.76,NYSE,0,,,,,,,,,,,,,
DHF,n/a,n/a,241.39,NYSE,0,,,,,,,,,,,,,
DMB,n/a,n/a,227.56,NYSE,0,,,,,,,,,,,,,
DSM,n/a,n/a,405.51,NYSE,0,,,,,,,,,,,,,
LEO,n/a,n/a,525.5,NYSE,0,,,,,,,,,,,,,
DRQ,Energy,Metal Fabrications,2040,NYSE,0,,,,,,,,,,,,,
DS,Consumer Services,Real Estate Investment Trusts,275.39,NYSE,0,,,,,,,,,,,,,
DS^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DS^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DS^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DST,Technology,EDP Services,3730,NYSE,0,,,,,,,,,,,,,
DSW,Consumer Services,Clothing/Shoe/Accessory Stores,1620,NYSE,0,,,,,,,,,,,,,
DTE,Public Utilities,Electric Utilities: Central,18400,NYSE,0,,,,,,,,,,,,,
DTJ,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
DTQ,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
DTV,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
DTY,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
NVR,Capital Goods,Homebuilding,7430,NYSE,0,,,,,,,,,,,,,
DPG,n/a,n/a,603.08,NYSE,0,,,,,,,,,,,,,
DSE,n/a,n/a,198.7,NYSE,0,,,,,,,,,,,,,
DNP,n/a,n/a,3040,NYSE,0,,,,,,,,,,,,,
DTF,n/a,n/a,128.3,NYSE,0,,,,,,,,,,,,,
DUC,n/a,n/a,252.4,NYSE,0,,,,,,,,,,,,,
DUK,Public Utilities,Power Generation,57370,NYSE,0,,,,,,,,,,,,,
DUKH,Public Utilities,Power Generation,n/a,NYSE,0,,,,,,,,,,,,,
DRE,Consumer Services,Real Estate Investment Trusts,9060,NYSE,0,,,,,,,,,,,,,
DNB,Finance,Finance: Consumer Services,3990,NYSE,0,,,,,,,,,,,,,
DFT,Finance,Real Estate,3740,NYSE,0,,,,,,,,,,,,,
DFT^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DHG,n/a,n/a,220.89,NYSE,0,,,,,,,,,,,,,
DY,Basic Industries,Water Supply,3000000,NYSE,0,,,,,,,,,,,,,
DLNG,Consumer Services,Marine Transportation,609.72,NYSE,0,,,,,,,,,,,,,
DLNG^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DYN,Public Utilities,Electric Utilities: Central,957.73,NYSE,0,,,,,,,,,,,,,
DYN.WS,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DYN.WS.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DYN^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DYNC,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
DX,Consumer Services,Real Estate Investment Trusts,337.19,NYSE,0,,,,,,,,,,,,,
DX^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DX^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DD,Basic Industries,Major Chemicals,70450,NYSE,0,,,,,,,,,,,,,
DD^A,Basic Industries,Major Chemicals,n/a,NYSE,0,,,,,,,,,,,,,
DD^B,Basic Industries,Major Chemicals,n/a,NYSE,0,,,,,,,,,,,,,
ELF,Consumer Non-Durables,Package Goods/Cosmetics,1190,NYSE,0,,,,,,,,,,,,,
SSP,Consumer Services,Broadcasting,1870,NYSE,0,,,,,,,,,,,,,
EGIF,n/a,n/a,121.36,NYSE,0,,,,,,,,,,,,,
WAB,Capital Goods,Railroads,7430,NYSE,0,,,,,,,,,,,,,
ECC           ,n/a,n/a,314.34,NYSE,0,,,,,,,,,,,,,
ECCA,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
ECCB,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
ECCZ,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
DEA,Consumer Services,Real Estate Investment Trusts,719.8,NYSE,0,,,,,,,,,,,,,
EGP,Consumer Services,Real Estate Investment Trusts,2410,NYSE,0,,,,,,,,,,,,,
EMN,Basic Industries,Major Chemicals,11520,NYSE,0,,,,,,,,,,,,,
KODK,Miscellaneous,Industrial Machinery/Components,498.56,NYSE,0,,,,,,,,,,,,,
KODK.WS,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
KODK.WS.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
ETN,Technology,Industrial Machinery/Components,33260,NYSE,0,,,,,,,,,,,,,
ETV,n/a,n/a,980.59,NYSE,0,,,,,,,,,,,,,
ETW,n/a,n/a,1160,NYSE,0,,,,,,,,,,,,,
EV,Finance,Investment Managers,5360,NYSE,0,,,,,,,,,,,,,
EOI,n/a,n/a,512.78,NYSE,0,,,,,,,,,,,,,
EOS,n/a,n/a,650.49,NYSE,0,,,,,,,,,,,,,
EFT,n/a,n/a,603.93,NYSE,0,,,,,,,,,,,,,
EFF,n/a,n/a,127.48,NYSE,0,,,,,,,,,,,,,
EHT,n/a,n/a,189.24,NYSE,0,,,,,,,,,,,,,
ETX           ,n/a,n/a,206.03,NYSE,0,,,,,,,,,,,,,
EOT,n/a,n/a,320.98,NYSE,0,,,,,,,,,,,,,
EVN,n/a,n/a,297.75,NYSE,0,,,,,,,,,,,,,
ETJ,n/a,n/a,588.92,NYSE,0,,,,,,,,,,,,,
EFR,n/a,n/a,561.83,NYSE,0,,,,,,,,,,,,,
EVF,n/a,n/a,257.49,NYSE,0,,,,,,,,,,,,,
EVG,n/a,n/a,251.76,NYSE,0,,,,,,,,,,,,,
EVT,n/a,n/a,1560,NYSE,0,,,,,,,,,,,,,
ETO,n/a,n/a,335.81,NYSE,0,,,,,,,,,,,,,
EXD,n/a,n/a,109.09,NYSE,0,,,,,,,,,,,,,
ETG,n/a,n/a,1180,NYSE,0,,,,,,,,,,,,,
ETB,n/a,n/a,404.76,NYSE,0,,,,,,,,,,,,,
ETY,n/a,n/a,1650,NYSE,0,,,,,,,,,,,,,
EXG,n/a,n/a,2550,NYSE,0,,,,,,,,,,,,,
ECT,Energy,Oil & Gas Production,38.73,NYSE,0,,,,,,,,,,,,,
ECR,Energy,Oil & Gas Production,605.77,NYSE,0,,,,,,,,,,,,,
ECL,Basic Industries,Package Goods/Cosmetics,36570,NYSE,0,,,,,,,,,,,,,
EC,Energy,Oil & Gas Production,18440,NYSE,0,,,,,,,,,,,,,
EIX,Public Utilities,Electric Utilities: Central,26000000,NYSE,0,,,,,,,,,,,,,
EDR,Consumer Services,Real Estate Investment Trusts,2920,NYSE,0,,,,,,,,,,,,,
EW,Health Care,Industrial Specialties,19960,NYSE,0,,,,,,,,,,,,,
EHIC,Consumer Services,Rental/Leasing Companies,748.1,NYSE,0,,,,,,,,,,,,,
EP^C,Public Utilities,Natural Gas Distribution,n/a,NYSE,0,,,,,,,,,,,,,
EE,Public Utilities,Electric Utilities: Central,1980,NYSE,0,,,,,,,,,,,,,
EGO,Basic Industries,Precious Metals,2230,NYSE,0,,,,,,,,,,,,,
LLY,Health Care,Major Pharmaceuticals,94760,NYSE,0,,,,,,,,,,,,,
